,사업자등록번호,기업접두명,기업명,기업접미명,기업영문명,업종,기업규모,공기업구분,개인법인구분,본점지점구분,국외투자법인여부,벤처기업여부,상장코드,산업코드차수,산업코드1,산업코드2,IND_CD3,공공기관유형,중견기업보호여부,본점기업코드,설립일자,설립구분,상장일자,주요사업내용,국가명,홈페이지URL,대표자명,직원수
988,1288183782,(주),델타타우코리아,,DELTA TAU KOREA INC.,M,2,2,1,1,N,N,,10.0,46590.0,,,0,N,,20061013.0,1,,"전기전자부품 도매, 제조, 서비스업",,www.deltatau.co.kr,김영호,6.0
989,1248614478,(주),청호에스엔지경원,,"CHEONGHO SNG GYEONGWON CO.,LTD.",M,2,2,1,1,N,N,,10.0,34020.0,,,0,N,,20031101.0,1,,계산기기유지및수리-서비스,,,지문섭,12.0
990,2268134173,(주),컨시드,,"CON SEED CO.,LTD.",M,2,2,1,1,N,N,,10.0,41110.0,,,0,N,,20050804.0,1,,주택건설업,,,서정민,3.0
991,4088167219,,장덕개발,(주),"Jangdeok Development Co., Ltd.",M,2,2,1,1,N,N,,10.0,42121.0,,,0,N,,20050804.0,1,,토공사업,,,구인선,2.0
992,1358180027,(주),동아전력,,"Donga Electric Power Co.,Ltd.",M,2,2,1,1,N,N,,10.0,42310.0,,,0,N,,20050822.0,1,,전기공사,,,김명애,4.0
993,2158675693,(주),에스엠커머스,,"SM Commerce Co., Ltd.",M,2,2,1,1,N,N,,10.0,46433.0,,,0,N,,20050829.0,1,,소형가전,,,이종승,14.0
994,1248635245,(주),토피스,,"Topis Co, Ltd",M,2,2,1,1,N,N,,10.0,32091.0,,,0,N,,20050825.0,1,,판금 및 금형제조업,,etopis.co.kr,정길영,32.0
995,6108178551,,한유주택,(주),"HANYU HOUSING CO.,LTD.",M,2,2,1,1,N,N,,10.0,68122.0,,,0,N,,20050828.0,1,,주택건설업,,,김봉수,1.0
996,1178155573,(주),오펙메이드인터내셔널,,OPECMADE International Inc.,M,2,2,1,1,N,N,,10.0,46533.0,,,0,N,,20050901.0,1,,공작기계 및 장비 도매업,,,성기철,5.0
997,6098169858,(주),피에스,,"PS Co.,Ltd.",M,2,2,1,1,N,N,,10.0,46310.0,,,0,N,,20050914.0,1,,청과물 및 농산물 도.소매업,,,김승기,4.0
998,1418103966,,연안식품,,Yeonan Food,M,2,2,1,1,N,N,,10.0,10302.0,,,0,N,,20050915.0,1,,김치,,WWW.yunanfood.co.kr,조선래,30.0
999,3018185634,(주),한림종합상사,,Hanrim General Sangsa,M,2,2,1,1,N,N,,10.0,28120.0,,,0,N,,20050921.0,1,,전기배전반 및 전자 제어장비 제조업,,,신현자,5.0
1000,6058175469,(주),에스제이물류,,"SJ Logistic Co.,Ltd.",M,2,2,1,1,N,N,,10.0,49300.0,,,0,N,,20060101.0,1,,화물운송업,,,이동섭,3.0
1001,6218164381,(주),비아이티에코루브,,"BIT ECO LUB CO., LTD.",M,2,2,1,1,N,N,,10.0,20499.0,,,0,N,,20051001.0,1,,윤활유 및 그리스의 제조판매,,www.2xlub.com,윤상철,30.0
1002,1018500881,,합동영화(주)서울극장,,"HAP DONG FILM CO., LTD.",M,2,2,1,2,N,N,,10.0,59141.0,,,0,N,1727615.0,,1,,영화관-서비스,,www.seoulcinema.com,곽승남외  2명,40.0
1003,1048530759,,한흥물산,(주),"Hanheung Moolsan Co, Ltd",M,2,2,1,2,N,N,,10.0,68110.0,,,0,N,1309023.0,,1,,부동산업-점포,,,한기성,21.0
1004,1138511945,(주),서미트,,Seomit,M,2,2,1,2,N,N,,10.0,27212.0,,,0,N,1783027.0,19981117.0,1,,,,,이용대,5.0
1005,1148520942,(주),포탈하이웨이반원지점,,Photal Highway Banwon Branch,M,2,2,1,2,N,N,,10.0,47121.0,,,0,N,1729030.0,,1,,도소매-할인점,,,유판석,
1006,1168505030,(주),코콤서울지점,,"Kocom Co, Ltd Seoul Branch",M,2,2,1,2,N,N,,10.0,26410.0,,,0,N,1524627.0,19950923.0,1,,유선통신장치-제조업,,www.kocom.co.kr,고성욱,14.0
1007,1258501324,,대한파카라이징,(주),"DAE HAN PAEKERIZING CO.,LTD_Anseong Factory",M,2,2,1,2,N,N,,10.0,20100.0,,,0,N,1602470.0,19820402.0,1,,"화공약품, 무역, 수수료 기초화합물제조업",,www.d-parker.co.kr,마츠모토미츠루외  1명,24.0
1008,1258511410,(주),동양잉크제이공장,,Dongyang Ink 2nd Factory,M,2,2,1,2,N,N,,10.0,20413.0,,,0,N,1501789.0,19980801.0,1,,"인쇄잉크, 합성수지 제조업",,www.dongyangink.com,최대광,32.0
1009,1268527346,,천마콘크리트공업(주)광주공장,,"Chunma Concrete Industrial Co, Ltd Gwangju Branch",M,2,2,1,2,N,N,,10.0,23322.0,,,0,N,1198622.0,19840412.0,1,,"레미콘,골재-제조,도소매",,www.cmrmc.co.kr,송흥호외  1명,2.0
1010,1278504900,(주),보성공업자동차사업소,,"Bosung Ind Co, Ltd",M,2,2,1,2,N,N,,10.0,95211.0,,,0,N,1930396.0,19870917.0,1,,자동차 종합 수리업,,,김주한,23.0
1011,1278505011,,동진기업(주)양주공장,,"Dong Jin Co, Ltd Yangju Factory",M,2,2,1,2,N,N,,10.0,22232.0,,,0,N,1109707.0,19750730.0,1,,직물제품 제조업; 의복 제외,,,송석환,183.0
1012,1278531519,(주),뱅뱅어패럴의정부점,,Bangbang Apparel Uijeongbu Jeom,M,2,2,1,2,N,N,,10.0,14192.0,,,0,N,1857086.0,,1,,서비스,,,권종열,
1013,1298525857,,현대통신,(주),Hyundai Telecom,M,2,2,1,2,N,N,,10.0,26410.0,,,0,N,1864766.0,20020401.0,1,,전자제품전자제품수리-제조.도소매,,www.hyundaitel.co.kr,이건구,93.0
1014,1318503929,,성보공업(주)도화동공장,,"Sungbo Industrial Co, Ltd Dohwa-dong Factory",M,2,2,1,2,N,N,,10.0,30300.0,,,0,N,1646715.0,19751001.0,1,,자동차부품 제조업,,www.sbic.co.kr,김형창외  1명,91.0
1015,1338509462,(주),세다시화공장,,"Seda Co., Ltd._Sihwa Factory",M,2,2,1,2,N,N,,10.0,29290.0,,,0,N,1253381.0,19960801.0,1,,그외 기타 특수목적용 기계 제조업,,www.seda.co.kr,이현주외 1명,0.0
1016,1348501459,,일정실업(주)제일공장,,"Iljeong Industrial Co, Ltd Factory Ⅰ",M,2,2,1,2,N,N,,10.0,13219.0,,,0,N,1593376.0,19730226.0,1,,특수직물 및 기타 직물 직조업,,www.iljeong.co.kr,고동수외 1명,124.0
1017,1348621239,,회계법인두레,,Accounting firm DooRae,M,2,2,1,1,N,N,,10.0,71200.0,,,0,N,,20050303.0,99,,회계감사업무,,www.lshtax.co.kr,이승현외  1명,38.0
1018,1358514831,,우림유통(주)용인상휴게소,,WOORIM DISTRIBUTION,M,2,2,1,2,N,N,,10.0,56199.0,,,0,N,1859890.0,19980401.0,1,,소매업; 자동차 제외,,,정대해,26.0
1019,1378500221,(주),티피씨메카트로닉스,,TPC Mechatronics Corporation Incheon Factory,M,2,2,1,2,Y,N,,10.0,29120.0,,,0,N,1981214.0,19790122.0,1,,압축식기관-제조,일본,www.tpcpage.co.kr,엄재윤외  1명,190.0
1020,1378511747,,신안건설산업,(주),"Shinan Construction Industrial Co.,Ltd.",M,2,2,1,2,N,N,,10.0,68220.0,,,0,N,1343545.0,,1,,주택임대-부동산,,,우정현,2.0
1021,1398500912,,국제다이아몬드공업,(주),"Kukje Diamond Industrial Co, Ltd Incheon Factory",M,2,2,1,2,N,N,,10.0,29229.0,,,0,N,1502023.0,19770624.0,1,,모조 장신·장식용품 및 교시용 모형 제조업,,www.kukjedia.com,김정환,10.0
1022,2038531040,(주),비와이씨광희사무소,,"BYC Co, Ltd Gwanghui Office",M,2,2,1,2,N,N,,10.0,72120.0,,,0,N,2471470.0,19550513.0,1,,엔지니어링 서비스업,,www.byc.co.kr,한지형,300.0
1023,2048135769,,덕흥수산,(주),DEOKHEUNG FISHERIES CO.,M,2,2,1,1,N,N,,10.0,46315.0,,,0,N,,19960628.0,1,,수산물도매,,,이기성,3.0
1024,2048503417,,정우금속공업(주)남양주지점,,"Jeongu Metal Industrial Namyangju Branch Co., Ltd.",M,2,2,1,2,Y,N,,10.0,24220.0,,,0,N,1764270.0,19861216.0,1,,동관 이음쇠,영국,www.jwmetal.co.kr,이광원,257.0
1025,2068511397,(주),금화성수지점,,"Kumwha Co, Ltd Seongsu Branch",M,2,2,1,2,N,N,,10.0,46490.0,,,0,N,1548333.0,20010101.0,1,,가방，핸드백，지갑，보호용케이스，산업용가죽제품,,,김광수,31.0
1026,2138627929,(주),도시피디,,"CT PD Co.,Ltd.",M,2,2,1,1,N,N,,10.0,47119.0,,,0,N,,20030527.0,1,,주택건설업,,www.7valley.co.kr,임종빈,16.0
1027,2148500678,,원림서초빌딩,,Wonrimseocho Building,M,2,2,1,2,N,N,,10.0,68220.0,,,0,N,1856528.0,,99,,임대-부동산,,,김영철외  1명,78.0
1028,2148513950,(주),금양서울사무소,,"Kum Yang Co, Ltd Seoul Office",M,2,2,1,2,N,N,,10.0,29120.0,,,0,N,1877558.0,19980619.0,1,,"유압기기-제조 도,소매",,www.kyc.co.kr,류광지,16.0
1029,2158522262,(주),디에스피서울지사,,DSP Seoul Branch,M,2,2,1,2,N,N,,10.0,25910.0,,,0,N,1463288.0,19960401.0,1,,금속구조물창호공사-건설,,www.daejindsp.com,김진형,35.0
1030,2188500267,(주),동양잉크동부,,"Dong Yang Ink Co, Ltd Donbu Sales Office",M,2,2,1,2,N,N,,10.0,46700.0,,,0,N,1501789.0,19860201.0,1,,인쇄잉크 및 인쇄재료 도매업,,www.dongyangink.com,최대광,
1031,2248506965,,동해엔지니어링(주)서울사무소,,"Dong Hai Engineering Co, Ltd Seoul Office",M,2,2,1,2,N,N,,10.0,29131.0,,,0,N,1954028.0,19800423.0,1,,수중모타펌프상하수도-제조건설,,www.dhpump.co.kr,이병식,25.0
1032,3058515711,(주),소디프비앤에프대전지점,,"Sodiff B & F Co, Ltd Daejeon Branch",M,2,2,1,2,N,N,,10.0,10120.0,,,0,N,1172035.0,,1,,기타 육류 가공 및 저장처리업,,www.sodiffbnf.co.kr,백운학외  1명,3.0
1033,3058518682,(주),담터대전영업소,,"Damtur Food Co, Ltd Daejeon Sales Office",M,2,2,1,2,N,N,,10.0,10790.0,,,0,N,1194243.0,20060428.0,1,,다류-법인,,www.damtuh.com,장수근,9.0
1034,3058522401,(주),미디어신나라은행동점,,Media Shin Nara Bank Dongjeom,M,2,2,1,2,N,N,,10.0,46462.0,,,0,N,1473721.0,,1,,음반-도소매,,,신옥희,50.0
1035,3058525067,(주),머거본대전지점,,Meogeobon Daejeon Branch,M,2,2,1,2,N,N,,10.0,11209.0,,,0,N,2594584.0,,1,,기타음료-도소매,,,신주식,
1036,3068507719,(주),한스코제이공장,,"Hansco Co, Ltd Factory Ⅱ",M,2,2,1,2,N,N,,10.0,31110.0,,,0,N,1416197.0,19760527.0,1,,제조업,,,정창근,100.0
1037,3068512319,(주),흥진,,"HEUNGJIN CO.,LTD.",M,2,2,1,2,N,N,,10.0,19102.0,,,0,N,1504809.0,,1,,제조도매-양탄,,,김경희외  1명,
1038,3118503845,,성원제강(주)당진공장,,"Sung Won Steel Co, Ltd Dangjin Factory",M,2,2,1,2,N,N,,10.0,24120.0,,,0,N,1967037.0,,1,,재생용 금속가공원료 생산업,,www.sungwongroup.co.kr,서상준외 1명,15.0
1039,3128522563,(주),플랙트그룹코리아,,"Peulraekteu Group Korea Co., Ltd.",M,2,2,1,2,Y,N,,10.0,46590.0,,,0,N,1163515.0,20020401.0,1,,일반기계 및 장비 도매업,룩셈부르크,www.flaktwoods.co.kr,팡통치앙,25.0
1040,3128523655,(주),청우식품천안영업소,,Cheongu Food Cheonan Business Office,M,2,2,1,2,N,N,,10.0,46323.0,,,0,N,1493057.0,20021001.0,1,,빵류 도소매업,,,박윤구,600.0
1041,3148513963,(주),바이오니아,,Bioneer Corporation,M,2,2,1,2,N,N,,10.0,21102.0,,,0,N,1665376.0,19920828.0,1,,연구용기자시험장지과-제조서비스,,www.bioneer.com,박한오,377.0
1042,4028158497,,고려상조,(주),"KOREASANGJO CO.,LTD.",M,2,2,1,1,N,N,,10.0,96921.0,,,0,N,,20040322.0,1,,장의 용영업-서비스,,www.koreasangjo.net,황병태,5.0
1043,4168508636,,미주제강,(주),"Miju Steel Mfg. Co., Ltd.",M,2,2,1,2,N,N,,10.0,24130.0,,,0,N,1841522.0,19991201.0,1,,강관 제조업,,www.mijusteel.co.kr,정연규,89.0
1044,5138501860,(주),엔피케이구미공장,,"NPK Co., Ltd._Gumi Factory",M,2,2,1,2,N,N,,10.0,46733.0,,,0,N,1532080.0,19870304.0,1,,합성수지 및 기타플라스틱물질 도소매업,,www.npk.co.kr,최상건,133.0
1045,5158505969,(주),에나인더스트리경산지점,,"ENA Industry Co., Ltd._Gyeongsan Branch",M,2,2,1,2,N,N,,10.0,30300.0,,,0,N,1259428.0,20031201.0,1,,자동차부품-제조,,www.enaindustry.co.kr,신철수,42.0
1046,6038503633,(주),삼익,,Samik Corporation Busan Branch,M,2,2,1,2,N,N,,10.0,22111.0,,,0,N,1492592.0,19871201.0,1,,자동차 타이어 및 튜브 판매업,,www.samikgroup.co.kr,박성준,175.0
1047,6038511190,(주),한미상사서부영업소,,"Hanmi Commercial Co, Ltd Seobu Office",M,2,2,1,2,N,N,,10.0,46333.0,,,0,N,1793155.0,19990101.0,1,,수입담배 도매업,,,최종외 1명,150.0
1048,6058505146,(주),인석,,IN SUK,M,2,2,1,2,N,N,,10.0,46790.0,,,0,N,1320310.0,,1,,의룡용품기기외-도소매,,,장우진,15.0
1049,6108502423,(주),한국보팍터미날울산일터미날,,Vopak Terminals-Korea Ltd Ulsan Terminal,M,2,2,1,2,Y,N,,10.0,52100.0,,,0,N,1920560.0,,1,,창고업,네덜란드,www.vopakorea.co.kr,이진행,54.0
1050,6108518018,(주),한국보팍터미날울산이터미날,,Vopak Terminals-Korea Ltd Ulsan Terminal,M,2,2,1,2,N,N,,10.0,52100.0,,,0,N,1920560.0,,1,,창고업,,www.vopakorea.co.kr,이진행,
1051,6158503790,,신일전기(주)김해지점,,"Shinil Electronic Co, Ltd Gimhae Branch",M,2,2,1,2,N,N,,10.0,28121.0,,,0,N,1992326.0,19780701.0,1,,"수배전반외-제조,부동산",,shiniltop.com,박두경,38.0
1052,6188511208,,진산호텔앤리조트(주)해운대호텔,,"Jinsan Hotel & Resort Co.,Ltd.",M,2,2,1,2,N,N,,10.0,55101.0,,,0,N,1223428.0,19990901.0,4,,호텔숙박업,,www.novotelbusan.com,강지수,200.0
1053,6218503043,,비아이피(주)서창공장,,"BIP Industries Co, Ltd Seochang Factory",M,2,2,1,2,N,N,,10.0,31114.0,,,0,N,1945387.0,19780906.0,1,,선박부품외-제조,,,유영호외  2명,91.0
1054,1188504395,,엠비씨아카데미관악점,,MBC Academy Gwanak Agency,M,2,2,1,2,N,N,,10.0,85669.0,,,0,N,1138813.0,,99,,기술계역학원（자동차운전학원외기타）,,,황외진,0.0
1055,1298190044,(주),천지인지적글로벌,,"CHEONJI-IN CADASTRAL GLOBAL CO.,LTD.",M,2,2,1,1,N,N,,10.0,72921.0,,,0,N,,20051017.0,1,,지적측량,,,박종길,15.0
1056,1278195418,(주),카스리테일서비스,,"CAS RETAIL SERVICE CO.,LTD.",M,2,2,1,1,N,N,,10.0,18110.0,,,0,N,,20051017.0,1,,수출.입업(전자부품류),,www.cas.co.kr,전종일,41.0
1057,2118772745,,하인크코리아,(주),HaA inc Korea company,M,2,2,1,1,N,N,,10.0,33999.0,,,0,N,,20051026.0,1,,휴대폰 악세서리,,haadesign.com,길상필,23.0
1058,1328162772,,솔체푸드라인,(주),"SOLCHE FOODLINE CO.,LTD.",M,2,2,1,1,N,N,,10.0,46310.0,,,0,N,,20051020.0,1,,"농,수,축산물 도,소매업",,,김송열,2.0
1059,1288607663,(주),지오스,,"Geos Co.,Ltd.",M,2,2,1,1,N,N,,10.0,72110.0,,,0,N,,20051027.0,1,,"건축설계를 위한 지질,지반 조사용역",,,박세운,1.0
1060,2148780545,,티엑스리더스,(주),"TX LEADERS CO.,LTD.",M,2,2,1,1,N,N,,10.0,46420.0,,,0,N,,20051116.0,1,,신발,,-,김준범,7.0
1061,5148156415,(주),창대산업,,"CHANGDAE INDUSTRIAL CO.,LTD.",M,2,2,1,1,N,N,,10.0,41000.0,,,0,N,,20051111.0,1,,건축공사업,,,이종완,7.0
1062,1078671718,(주),이미지프레임,,"Image Frame, Inc",M,2,2,1,1,Y,N,,10.0,58221.0,,,0,N,,20051129.0,1,,"소프트웨어의 개발, 판매, 임대업",일본,www.imageframe.kr,원종우,44.0
1063,2208720523,(주),우영메디텍,,"WOOYOUNG MEDITECH CO.,LTD.",M,2,2,1,1,N,N,,10.0,46592.0,,,0,N,,20051201.0,1,,의료기 및 의료장비 도.소매,,www.wymtech.com,기호윤,24.0
1064,1348628038,(주),옵투스테크널로지,,"OPTUS Technology Co., Ltd",M,2,2,1,1,N,N,,10.0,46800.0,,,0,N,,20051205.0,1,,광통신부품. 레이저관련부품,,www.optus.kr,이기주,6.0
1065,2248135351,,삼우,(주),Samwoo,M,2,2,1,1,N,N,,10.0,10790.0,,,0,N,,20051202.0,1,,식품제조업,,www.jabh.co.kr,이장준,2.0
1066,5068156845,,신현공업,(주),"SHIN HYUN INDUSTRY CO.,LTD.",M,2,2,1,1,N,N,,10.0,29241.0,,,0,N,,20060101.0,1,,"선박엔진 부품제작,가공,판매 및 무역업",,,장인호,1.0
1067,1098526639,(주),제이스,,Jeiseu,M,2,2,1,2,N,N,,10.0,20420.0,,,0,N,2863290.0,20051209.0,1,,화장품 제조업,,,전찬규,5.0
1068,1298158516,(주),굿팜,,"Good Farm Co., Ltd.",M,2,2,1,1,N,N,,10.0,46313.0,,,0,N,,20030127.0,1,,각종 사료제조 가공 판매업 및 수출입업,,,임윤영,4.0
1069,6168503658,(주),세일여행사제주지점,,Sale Travel Jeju Branch,M,2,2,1,2,N,N,,10.0,75210.0,,,0,N,1428975.0,19851001.0,1,,"여행사,기타여행알,선-서비스",,www.st2.co.kr,신달순외  1명,85.0
1070,2018195278,(주),미쓰이금속한국,,"MITSUI KINZOKU KOREA.CO.,LTD.",M,2,2,1,1,Y,N,,10.0,26299.0,,,0,N,,20060101.0,1,,"LCD, OLED용 Target",일본,www.mitsui-kinzoku.co.jp,키리도오시야스히로,29.0
1071,1318194572,,대신마루산업,(주),DAESHIN MARU IND.CO.LTD,M,2,2,1,1,N,N,,10.0,16100.0,,,0,N,,20051215.0,1,,"플로어링 보드, 강마루",,www.daeshinmaru.com,김원환,24.0
1072,1308600891,(주),한국씨엔에프,,"Gyeongmin Outsourcing Co., Ltd.",M,2,2,1,1,N,N,,10.0,75121.0,,,0,N,,20030926.0,1,,도매 및 소매업,,,전용희,5.0
1073,2148761209,,달커뮤니케이션,(주),DAL Communication,M,2,2,1,1,N,N,,10.0,71310.0,,,0,N,,20041101.0,1,,인터넷 광고,,www.dalcomm.co.kr,안승균외 1명,14.0
1074,5148154455,(주),덴티스,,"DENTIS CO., LTD.",M,2,2,1,1,N,N,,10.0,27192.0,,,0,N,,20050316.0,1,,의료기기 제조업,,www.dentis.co.kr,심기봉,314.0
1075,1278175372,(주),북부모터스,,"Bukboo Motors Co, Ltd",M,2,2,1,1,N,N,,10.0,95211.0,,,0,N,,20020726.0,1,,자동차 부품 및 부속품 판매업,,,송홍범,24.0
1076,1078657642,(유),삼성에스오씨제일차유동화전문,,"SAMSUNG SOC 1ST SECURITIZATION SPECIALTY CO.,LTD.",O,2,2,1,1,N,N,,10.0,64990.0,,,0,N,,20041215.0,4,,자산유동화,,,송위규,5.0
1077,3128128782,,송악건재,,Songak Construction Material,M,2,2,1,1,N,N,,10.0,46612.0,,,0,N,,19971202.0,1,,"철물, 난방용구 및 건설자재 소매업",,,윤상용,2.0
1078,1258149301,(주),쓰리제이테크,,3J Tech,M,2,2,1,1,N,N,,10.0,29000.0,,,0,N,,20030916.0,1,,그외 기타 특수목적용 기계 제조업,,www.3jtech.co.kr,김종만,4.0
1079,1238192802,(주),씨아이로지스,,"CI Logis Co, Ltd",M,2,2,1,1,N,N,,10.0,49301.0,,,0,N,,20031010.0,1,,화물자동차 운송업,,,허운행,1167.0
1080,3038137477,(주),에코시스,,Echosys Ltd,M,2,2,1,1,N,N,,10.0,22229.0,,,0,N,,20040401.0,1,,직물제품 제조업; 의복 제외,,www.z-in.co.kr,박순이,25.0
1081,3018166729,(주),우림엔지니어링,,"Wurim Engineering Co, Ltd",M,2,2,1,1,N,N,,10.0,30122.0,,,0,N,,20030106.0,1,,"크레인, 특장차부품",,www.wleng.com,변동섭,15.0
1082,1298167072,(주),웨트러스트코리아,,"WeTTrust Korea Co., Ltd.",M,2,2,1,1,N,N,,10.0,46590.0,,,0,N,,20031112.0,1,,"화장품, 건강식품 제조 및 도소매업",,www.wettrustkorea.com,방지환,12.0
1083,3048114365,,한원광업,(주),"Hanwon Mining Co., Ltd.",M,2,2,1,1,N,N,,10.0,7110.0,,,0,N,,20030823.0,1,,석회석 외,,,전우철,26.0
1084,2028116806,(주),삼원피앤에프,,"Samwon P&F Co., Ltd.",M,2,2,1,1,N,N,,10.0,46699.0,,,0,N,,19880317.0,1,,난방자재 판매업,,,송근석,7.0
1085,1208690886,(주),앱천사,,Aeb Angel,M,2,2,1,1,N,N,,10.0,58220.0,,,0,N,,20060102.0,1,,"부동산소프트웨어,콘텐츠 개발업",,,김미영,7.0
1086,1068640774,(주),아트쿡,,Art Cook Corp.,M,2,2,1,1,N,N,,10.0,46800.0,,,0,N,,20060102.0,1,,"무역,도소매 및 상품중개업",,www.jinsauce.com,최예담,10.0
1087,3018187928,(주),하이델피클,,"Ha E Del P Keul Co., Ltd.",M,2,2,1,1,N,N,,10.0,10300.0,,,0,N,,20051229.0,1,,오이가공 제조 판매업,,,박명규,3.0
1088,5048165178,(주),이노섹,,"Corea information technology..,LTD",M,2,2,1,1,N,N,,10.0,46520.0,42322.0,,0,N,,20060102.0,1,,"네트워크장비, 정보통신공사 용역 서비스",,www.coreainfo.co.kr,조창제,6.0
1089,6218165231,(주),삼신에프에이,,"SAMSIN F.A CO.,LTD.",M,2,2,1,1,N,N,,10.0,30300.0,,,0,N,,20051227.0,1,,선박의장품 및 자동차부품 제조업,,,김대영외  1명,21.0
1090,6158147029,(주),지엠에치,,GM Echi,M,2,2,1,1,N,N,,10.0,25920.0,,,0,N,,20060106.0,1,,자동차부품 침탄열처리,,,장성환,10.0
1091,1308618654,,동양에레컴에이비엠,(주),"Dong Yang Elecom ABM Co.,Ltd.",M,2,2,1,1,N,N,,10.0,74100.0,,,0,N,,20060113.0,1,,"시설 관리, 청소 용역, 경비업 시설 관리",,,강웅현,8.0
1092,5138139674,(주),에스엠엔터프라이즈,,"SM ENTERPRISE CO.,LTD.",M,2,2,1,1,N,N,,10.0,56123.0,,,0,N,,20060210.0,1,,각종외식업,,,박제준,76.0
1093,6208124289,,현대텍크,(주),"Hyundai Tech Co., Ltd.",M,2,2,1,1,N,N,,10.0,28123.0,,,0,N,,20060113.0,1,,전기용 기계장비 제조업,,,민양규,24.0
1094,1288609701,(주),전세계여행사,,"Junsegye Travel Co., Ltd.",M,2,2,1,1,N,N,,10.0,75210.0,,,0,N,,20060116.0,1,,전세여객 운송사업,,jsgtourbus.kr,최재남,5.0
1095,2208722972,(주),제이테크놀로지,,"J.Technology Co.,Ltd",M,2,2,1,1,N,N,,10.0,46595.0,,,0,N,,20060123.0,1,,반도체 및 전자부품 제조 및 도소매업,,www.j-tec.co.kr,이창현,6.0
1096,4028170055,(유),삼성에너지,,Samsung Energy Inc.,M,2,2,1,1,N,N,,10.0,47712.0,,,0,N,,20060118.0,4,,액화가스 도소매업,,,이민효,1.0
1097,1388132320,(주),프로이천,,"PRO2000 CO.,LTD.",M,2,2,1,1,N,N,,10.0,29271.0,,,0,N,,20060126.0,1,,LCD 검사장비,,www.pro-2000.co.kr,임이빈,98.0
1098,1288610061,(주),동일에이앤티,,"DONGIL A&T Co.,Ltd.",M,2,2,1,1,N,N,,10.0,42412.0,,,0,N,,20060126.0,1,,"실내건축공사, 건축자재",,www.diant.net,김정필외 1명,3.0
1099,1078672740,(주),에쓰엠티씨멕스트레이딩,,"SMT SIMEX TRADING CO., LTD.",M,2,2,1,1,N,N,,10.0,46721.0,,,0,N,,20051227.0,1,,철강 제조 및 판매업,,,최승훈,11.0
1100,3128180037,(주),펜타포트개발,,"Pentaport Development Co.,Ltd.,",M,2,2,1,1,N,N,,10.0,68112.0,,,0,N,,20051222.0,1,,기타 부동산 공급업,,,조치상,0.0
1101,2208723670,(주),티에프씨에프채널네트워크코리아,,"TFCF Channel Network Korea Co., Ltd.",M,2,2,1,1,Y,N,,10.0,71310.0,,,0,N,,20060203.0,1,,테이프 조립 및 서비스 공급사업,일본,www.foxchannel.co.kr,오상호,1.0
1102,1278197852,,에이제이스틸,(주),"AJ Steel Co.,Ltd.",M,2,2,1,1,N,N,,10.0,24290.0,,,0,N,,20060401.0,1,,알루미늄 기타 철강제품 제조업,,www.aj-steel.co.kr,배진록,57.0
1103,3018524917,(주),하이텍교역,,Hi-Tek International Inc.,M,2,2,1,2,N,N,,10.0,22249.0,,,0,N,1535326.0,20040202.0,1,,기계부품-제조,,www.hitek.co.kr,추장호,6.0
1104,6098519958,(주),수아테크부천지사,,Sua Tech Bucheon Branch,M,2,2,1,2,N,N,,10.0,30300.0,,,0,N,1114087.0,20021001.0,1,,자동차부품 제조업,,,이방원,4.0
1105,1098601824,(주),대신씨엔에스,,"DAESINSSIENESEU CO.,LTD.",M,2,2,1,1,N,N,,10.0,75310.0,74211.0,46413.0,0,N,,20060220.0,1,,"시설건물 종합관리, 주택관리, 유니폼",,www.daesinuniform.co.kr,송기윤,271.0
1106,1358184246,(주),파사드,,"Pasadeu Co., Ltd.",M,2,2,1,1,N,N,,10.0,42133.0,25113.0,,0,N,,20060221.0,1,,석공사,,www.1truss.com,김상곤,5.0
1107,3018189192,(주),북일푸드식자재,,"BUKIL FOOD CO.,LTD.",M,2,2,1,1,N,N,,10.0,46329.0,,,0,N,,20060215.0,1,,식자재납품 관련업,,,최병두,27.0
1108,2208729539,(주),브룩스브라더즈코리아,,"Brooks Brothers Korea Co.,Ltd.",M,2,2,1,1,Y,N,,10.0,46413.0,,,0,N,,20060601.0,1,,셔츠및 외의도매업,일본,www.brooksbrothers.com,앤디류외  1명,85.0
1109,1178157488,(주),유엘씨시스템즈,,"ULC SYSTEMS CO.,LTD.",M,2,2,1,1,N,N,,10.0,58221.0,,,0,N,,20060227.0,1,,"소프트웨어 개발 및 자문, 공급",,www.ulcsystems.com,정광철,22.0
1110,5088119278,,성마건설,(주),"Youngjin Construction Co., Ltd.",M,2,2,1,1,N,N,,10.0,42201.0,,,0,N,,20060222.0,1,,철근콘크리트공사,,,서동억,3.0
1111,1298188081,(주),오리엔트,,ORIENT Inc.,M,2,2,1,1,N,N,,10.0,29000.0,,,0,N,,20050801.0,1,,실험동물장비 및 기기 제조업,,www.orientwatch.co.kr,박재민,25.0
1112,1318195886,(주),이엘에스,,"ELS CO.,LTD",M,2,2,1,1,N,Y,,10.0,28422.0,,,0,N,,20060306.0,1,,조명장치,,www.iels.co.kr,이광현,5.0
1113,2018196471,(주),이니삭,,"Inisak Co.,Ltd.",M,2,2,1,1,N,N,,10.0,14191.0,,,0,N,,20060314.0,1,,통신판매 도소매업,,www.style,김종대,20.0
